Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
52681980,Doc Holliday's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,141 Avenue A,,Manhattan,10009,40.727109245489,-73.982775733756,212-675-6220,You can find free safer sex products inside a dispenser located in the back on wall by ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,true,,,103,2,3200,1077639,1004360029,MN22
52682220,The Levee,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,212 Berry Street,,Brooklyn,11249,40.716103127468,-73.961733403225,,You can find free safer sex products inside a fishbowls (2) located by the bar and on top of ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,true,,,301,34,55500,3062400,3023580018,BK73
52681927,Camp,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,179 Smith Street,,Brooklyn,11201,40.685730038307,-73.991122805429,718-808-1840,You can find free safer sex products inside a fishbowl located on the bar near Redbull vending machine of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 2:00 AM,true,false,true,,,302,33,6900,3006102,3003910005,BK38
52682006,Floyds,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,131 Atlantic Avenue,,Brooklyn,11201,40.690602273503,-73.995662043696,,You can find free safer sex products inside a fishbowl located on the left side of the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,302,33,700,3002741,3002750017,BK09
52682075,La Sala (Formerly Crescent Lounge),Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,32-05 Crescent Street,,Queens,11106,40.763299923243,-73.928520367099,,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,401,22,5300,,4,QN70
52682201,Subway Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1140 2 Avenue,,Manhattan,10065,40.761318291501,-73.963804615247,,You can find free safer sex products inside a dispenser located near the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,true,,,108,5,11000,1081227,1014350001,MN31
52681861,African Services Committee,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"429 West 127 Street,2nd Floor",,Manhattan,10027,40.812995652745,-73.953848960606,(212) 222-3882,No appointment neededWalk in Welcome. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,<a href=http://www.africanservices.org/what-we-do>Visit this organization's website</a>,109,7,21303,1084104,1019670060,MN06
52681911,Brandy's Piano Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,235 East 84 Street,,Manhattan,10028,40.777135582011,-73.954061663781,212-951-1518,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,true,false,false,,,108,5,14601,1048734,1015300015,MN32
52682204,Tap House,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,72-07 Austin Street,,Queens,11375,40.719220740483,-73.842326778001,718-694-2570,You can find free safer sex products inside a dispenser located in the back by the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,true,false,false,,,406,29,73700,4078032,4032580028,QN17
52682212,The Cock,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,93 2 Avenue,,Manhattan,10003,40.727057840759,-73.988793772659,,You can find free safer sex products inside a fishbowl located in the front near the host stand of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,true,false,true,,,103,2,3800,1006627,1004610032,MN22
52681935,CHI Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2882 West 15 Street,Lower Level",,Brooklyn,11224,40.577461141666,-73.982778476162,9172267864,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 6:00 PM,,,true,true,true,,,313,47,34800,3391739,3070227501,BK21
52682011,Gingers,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,363 5 Avenue,,Brooklyn,11215,40.671407085186,-73.984426802011,212-397-1700,You can find free safer sex products inside a dispenser located in the back of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,true,true,,,306,39,13700,3021388,3009880007,BK37
52682253,Women's Health OB/Gyn,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"3444 Kossuth Avenue,2nd Floor",,Bronx,10467,40.880609879557,-73.88159165711,7189202273,"Condoms are available on every floor, especially Women's Health <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,,true,true,true,,,207,11,42100,2094749,2033270001,BX43
52682144,NYC Jamaica Sexual Health Clinc,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,90-37 Parsons Boulevard,,Queens,11432,40.70381776885,-73.800482652262,311,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,true,false,false,,<a href=http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page>Visit this organization's website</a>,412,24,44601,4208836,4097560006,QN61
52682000,Fat Cat,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,75 Christopher Street,,Manhattan,10014,40.733555201076,-74.003272711872,718-672-7246,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,true,false,false,,,102,3,7300,1011168,1006190074,MN23
52682105,Midtown Urgent Care,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Other,"205 Lexington Avenue,n/a",,Manhattan,10016,40.745292945395,-73.980511830324,2126844700,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,true,false,true,,,106,2,7200,1018475,1008880024,MN20
52682097,McKennas Pub,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,250 West 14 Street,,Manhattan,10011,40.739146326535,-74.001125878852,,You can find free safer sex products inside a dispenser located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,102,3,7700,1011097,1006180008,MN23
52681856,A & J Lingerie,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,"41 West 28 Street,n/a",,Manhattan,10001,40.745546622959,-73.989335599781,(212) 689-2415,One flight of stairs up! <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,12:00 PM - 6:00 PM,,true,true,true,,,105,3,7600,1015721,1008300014,MN17
52681931,Cervante Restaurant,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,536 East 138 Street,,Bronx,10454,40.80715700715,-73.918304493226,,You can find free safer sex products inside a dispenser located inside of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,false,false,false,,,201,8,2500,2000042,2022650039,BX39
52682077,Latino Commission on AIDS,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"24 West 25 Street,9th Floor",,Manhattan,10010,40.743375576208,-73.990003579606,(212) 675-3288,"In addition to free safer sex products we offer free HIV, Hep C and Syphilis Testing !  Free navigation to most social service needs such as housing, medical insurance, etc. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,true,true,true,,,105,3,5800,1080686,1008260057,MN13
52682216,The Four Faced Liar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,165 West 4 Street,,Manhattan,10014,40.732045618531,-74.001403589819,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,false,,,102,3,7100,1010226,1005920029,MN23
52681965,Damian Family Care Centers-3rd Avenue Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2604 3 Avenue,N/A",,Bronx,10454,40.81197889652,-73.925447791373,718-292-0100,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,true,true,,<a href=www.damian.org>Visit this organization's website</a>,201,8,3900,2000732,2023150001,BX39
52681986,DROM (Formerly  Big Lug),Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,85 Avenue A,,Manhattan,10009,40.725166154671,-73.984190505773,,You can find free safer sex products inside a fishbowl located in the front near the entrance of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,103,2,3200,1005764,1004327501,MN22
52682122,Mr Biggs Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,596 10 Avenue,,Manhattan,10036,40.760385178919,-73.994903045468,,You can find free safer sex products inside a Fishbowl located on top of ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,104,3,12100,1026343,1010530001,MN15
52681952,Congregation Beit Simchat Torah,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Jewish Organization,130 West 30 Street,,Manhattan,10001,40.747698631565,-73.990659775725,646-364-9600,"You can find free safer sex products inside a Fishbowl located down the staircase in the back left, on a table in front of restrooms of the Faith Based Organization. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,true,true,true,,,105,3,9500,1015150,1008057501,MN17
52681903,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058481,-73.936688283957,(212) 289-6650,You can find free safer sex products inside a dispenser/ fishbowls located all around the center of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,true,true,false,,<a href=www.boriken.org>Visit this organization's website</a>,111,8,19400,1054630,1017880001,MN34
52682157,Oxigeno,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,40-14 83 Street,,Queens,11373,40.747589932543,-73.882980283603,212-924-8315,You can find free safer sex products inside a dispenser located in the back of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,true,false,true,,,404,21,26901,4036896,4014930013,QN29
52681912,Breukelen Coffee House,Free Safer Sex Products,Condoms and Lubricant,,Business,Café,764a Franklin Avenue,,Brooklyn,11238,40.672278553262,-73.957396649485,917-265-8006,You can find free safer sex products inside a fishbowl located near the restroom of the Café. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,true,true,true,,,308,35,21700,3029595,3011780043,BK61
52681968,David Khodadadian MD,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"357A Central Avenue,N/A",,Brooklyn,11221,40.694111163811,-73.918169476868,7184971757,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,10:00 AM - 6:00 PM,true,true,true,,,304,37,41700,3076284,3033330005,BK78
52682012,Golden Scissors,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 167 Street,,Bronx,10456,40.833743319082,-73.915514439775,718-397-8723,You can find free safer sex products inside a dispenser located in the back between barber chairs of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,false,,,204,16,17901,2002689,2024530030,BX14
52681857,Ace Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,531 East 5 Street,,Manhattan,10009,40.724504576151,-73.983552084448,,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,true,true,,,103,2,3200,1005068,1004010048,MN22
52682198,Stage 48,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,605 West 48 Street,,Manhattan,10036,40.764782321065,-73.995902672239,,You can find free safer sex products inside a fishbowl located near the women's restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,5:00 PM - 4:00 AM,,true,true,true,,,104,3,12900,1027129,1010960026,MN15
52681876,ATB Corp,Free Safer Sex Products,Condoms and Lubricant,,Business,Taxi/Car Service,866 New Lots Avenue,,Brooklyn,11208,40.667979088069,-73.878924594325,,You can find free safer sex products inside a dispenser located to the left side of the entry of the Car Service. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,305,42,112000,3098304,3044530004,BK82
52681855,9th Ave Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,656 9 Avenue,,Manhattan,10036,40.760796643903,-73.990885347012,646-362-5363,You can find free safer sex products inside a fishbowl located in the back near photobooth of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,true,false,true,,,104,3,12100,1025030,1010360062,MN15
52682019,Happyfun Hideaway,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1211 Myrtle Avenue,,Brooklyn,11221,40.697389013618,-73.931642250525,212-431-2609,You can find free safer sex products inside a Fishbowl located by the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,true,false,false,,,304,34,39100,3328093,3031830079,BK78
52681998,Fairytail Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,500 West 48 Street,,Manhattan,10036,40.763461941022,-73.992816281951,,You can find free safer sex products inside a fishbowl located at reception of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,104,3,12900,1026998,1010760036,MN15
52682256,Xstasy Night Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,758 5 Avenue,,Brooklyn,11232,40.658460970554,-73.996431837413,646-697-2274,You can find free safer sex products inside a fishbowl located on the left side of the window of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,true,false,false,,,307,38,10100,3336879,3006580030,BK32
52681975,Dima Salon,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,223 West 19 Street,,Manhattan,10011,40.742011852106,-73.998300282581,212-713-0481,You can find free safer sex products inside a fishbowl located in the waiting area of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,11:00 AM - 9:00 PM,1:00 PM - 7:00 PM,true,true,true,,,104,3,8700,1013976,1007697504,MN13
52682192,Secret Project Robot,Free Safer Sex Products,Condoms and Lubricant,,Business,Art Center,1186 Broadway,,Brooklyn,11221,40.692500685688,-73.927363290619,,You can find free safer sex products inside a fishbowl located near the door of the Art Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,303,41,38700,3043688,3016130009,BK35
52682062,Julius,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,159 West 10 Street,,Manhattan,10014,40.734444539463,-74.001659832008,,You can find free safer sex products inside a dispenser/ fishbowl located fishbowl at bar/ dispenser near window of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,true,,,102,3,7300,1010833,1006110030,MN23
